ADAL	0.167559524	0.576666667	0.062941549	0
ADAR	0.167559524	-0.86	0.062941549	0
ADEL	0.163839286	0.733333333	0.032003108	0
ADER	0.163839286	-1.02	0.032003108	0
ADFL	0.133452381	0.248333333	-0.178008808	0
ADFR	0.133452381	-0.533333333	-0.178008808	0
ADLL	0.136011905	0.18	0.056346301	0
ADLR	0.136011905	-0.463333333	0.056346301	0
AFDL	0.132886905	0.3	-0.11498012	0
AFDR	0.132886905	-0.583333333	-0.11498012	0
AIAL	0.137916667	0.053333333	-0.355960859	0
AIAR	0.137916667	-0.34	-0.355960752	0
AIBL	0.135476214	0.18	-0.325013535	0
AIBR	0.135476214	-0.46	-0.325013535	0
AIML	0.150654762	0.616666667	-0.399485585	0
AIMR	0.150654762	-0.9	-0.399485585	0
AINL	0.131547619	-0.096666667	-0.274380219	0
AINR	0.131497619	-0.204466667	-0.275057156	0
AIYL	0.151785714	0.496666667	-0.355237441	0
AIYR	0.151785714	-0.78	-0.355237441	0
AIZL	0.144345238	0.373333333	-0.213542895	0
AIZR	0.144345238	-0.663333333	-0.213542895	0
ALA	0.129761905	-0.09	0.120836316	0
ALML	0.380059524	1.511666667	0.165656145	0
ALMR	0.380059524	-1.61	0.165656145	0
ALNL	0.936535714	0.021666667	0.006217646	0
ALNR	0.936535714	-0.195	0.006217646	0
AQR	0.163035714	-0.986666667	0.068091833	0
AS01	0.179716667	-0.018333333	-0.612278861	0
AS02	0.209672619	-0.125	-0.647376385	0
AS03	0.272142857	-0.126666667	-0.736938325	0
AS04	0.345	-0.125	-0.832295689	0
AS05	0.447916667	-0.125	-0.904896339	0
AS06	0.486011905	-0.126666667	-0.827679287	0
AS07	0.595119048	-0.126666667	-0.799186842	0
AS08	0.668869048	-0.126666667	-0.779826364	0
AS09	0.724904762	-0.125	-0.769280259	0
AS10	0.783630952	-0.126666667	-0.637440048	0
AS11	0.828214286	-0.125	-0.596371045	0
ASEL	0.138482143	0.275	-0.190418119	0
ASER	0.138482143	-0.558333333	-0.190418119	0
ASGL	0.136488095	0.246666667	-0.015480489	0
ASGR	0.136488095	-0.533333333	-0.015480489	0
ASHL	0.136160714	0.37	-0.176311624	0
ASHR	0.136160714	-0.653333333	-0.176311624	0
ASIL	0.138452381	0.176666667	0.053077752	0
ASIR	0.138452381	-0.459933333	0.053077752	0
ASJL	0.139285714	0.198333333	-0.275520917	0
ASJR	0.139285714	-0.483333333	-0.275520917	0
ASKL	0.133303571	0.246666667	-0.007886597	0
ASKR	0.133303571	-0.533333333	-0.007886597	0
AUAL	0.138125	0.3	-0.285431955	0
AUAR	0.138125	-0.586666667	-0.285431955	0
AVAL	0.129166667	-0.036666667	-0.343781982	0
AVAR	0.129166667	-0.233333333	-0.343781982	0
AVBL	0.131197619	0.015	-0.330725921	3
AVBR	0.131197619	-0.3054	-0.330725921	3
AVDL	0.1325	-0.011133333	-0.339712371	0
AVDR	0.132520238	-0.268866667	-0.340146706	0
AVEL	0.13172619	0.183333333	-0.226676872	0
AVER	0.13172619	-0.56	-0.226676872	0
AVFL	0.159047619	0.14	-0.566888461	0
AVFR	0.159047619	-0.433333333	-0.566888461	0
AVG	0.170119048	-0.133333333	-0.531372803	0
AVHL	0.137619048	0.2766	-0.021002151	0
AVHR	0.137619048	-0.593333333	-0.021002151	0
AVJL	0.13702381	0.013333333	0.064986694	0
AVJR	0.13702381	-0.316666667	0.064986694	0
AVKL	0.148809524	0.11	-0.647666766	0
AVKR	0.158392857	-0.305533333	-0.566847913	0
AVL	0.13875	-0.5	-0.320273814	0
AVM	0.386130952	-1.366666667	-0.128744362	0
AWAL	0.135863095	0.26	-0.116352916	0
AWAR	0.135863095	-0.546666667	-0.116352916	0
AWBL	0.135446429	0.366666667	-0.107410724	0
